title;function;keywords;questions
Het beëindigen van vluchten naar Teheran door KLM en de gevolgen van Amerikaanse secundaire sancties  ;S.A. BlokVVDMinister van Buitenlandse ZakenS.A.M. KaagD66Minister voor Buitenlandse Handel en OntwikkelingssamenwerkingMede namens:C. van Nieuwenhuizen WijbengaVVDMinister van Infrastructuur en Waterstaat  ;IRAN#LUCHTVAARTMAATSCHAPPIJEN#ECONOMISCHE SANCTIES#VS#EU#ENERGIEBEDRIJVEN#MARKTSECTOR;<questions><question>1 Heeft u kennisgenomen van het bericht dat KLM stopt met vluchten naar Teheran om 'commerciële' redenen? (1) </question><question>2 Heeft u kennisgenomen van het bericht: “VS wijst verzoek EU om vrijstelling Iran-sancties af”? (2) </question><question>3 Kunt u aangeven of er naar uw visie relaties zijn met de Amerikaanse sancties in de richting van Iran en het stoppen met vluchten door KLM op Iran? Zo nee, waarom niet? Zo ja, welke relaties zijn dat? </question><question>4 Kunt u aangeven hoe het besluit dat door KLM genomen is, zich verhoudt tot het Europese beleid richting Iran? </question><question>5 Spelen er naast commerciële overwegingen bij KLM nog andere overwegingen om deze vluchten te beëindigen? Zo ja, welke overwegingen zijn dat? </question><question>6 Kunt u aangeven welke gevolgen de secundaire sancties hebben voor het Nederlandse bedrijfsleven in het algemeen? Kunt u dat per sector en indien mogelijk per bedrijf aangeven? Kunt u hierbij in ieder geval aangeven wat de impact is voor de Nederlandse olie- en gassector? </question><question>7 Ondersteunt de Nederlandse overheid de nieuwe Amerikaanse sancties? </question><question>8 Ondersteunt de EU de nieuwe Amerikaanse sancties? </question><question>9 Zijn de Amerikaanse secundaire sancties die Europese bedrijven treffen, volgens u schadelijk voor de (economische) relatie tussen Europa en de Verenigde Staten? </question><question>10 Zijn er juridische en praktische mogelijkheden om de Amerikaanse secundaire sancties te omzeilen? </question><question>11 Is er een Europees antwoord op dit sanctiebeleid van de VS? En is de EU voornemens tegenmaatregelen te nemen tegen de VS met eenzelfde economische impact? </question><question>12 Welke gevolgen zou het eventueel negeren van het Amerikaanse beleid met secundaire sancties voor Nederlandse bedrijven hebben? </question><question>13 Zijn deze secundaire sancties en de gevolgen daarvan voor het Nederlandse bedrijfsleven ter sprake gekomen in het gesprek tussen premier Rutte en president Trump op 2 juli jl.? </question><question>14 Hoe ver zijn we in de termijn van de zogenaamde ‘wind-down period’ van negentig tot honderdtachtig dagen die de Amerikanen hebben om bestaande zaken af te wikkelen? Is dat voldoende voor Nederlandse bedrijven? Op welke datum vallen Nederlandse bedrijven onder het Amerikaanse sanctiebeleid?  (1) https://www.rtlz.nl/beurs/bedrijven/klm-stopt-vluchten-naar-teheran-om-commerciele-redenen(2) https://nos.nl/artikel/2241727-vs-wijst-verzoek-eu-om-vrijstelling-iran-sancties-af.html  </question></questions>
De brief ‘Voortgang onderzoek asbest in cosmetica’ en het bericht ‘Johnson & Johnson moet schadevergoeding van 4 miljard euro betalen’  ;S. van Veldhoven-van der MeerD66Staatssecretaris van Infrastructuur en WaterstaatB.J. BruinsVVDMinister voor Medische Zorg  ;ASBEST#UITERLIJKE VERZORGINGSBRANCHE#CHEMISCHE INDUSTRIE#TOEGEPAST ONDERZOEK#SCHADEVERGOEDING#Relatie#Soort#Beschrijving#Link#referentie#Kamerstuk 25834, nr. 146;"<questions><question>1 Bent u op de hoogte dat er verschillende onderzoeksmethoden bestaan om onderzoek te doen naar asbest in talkhoudende producten? (1)</question><question>2 Welke onderzoeksmethode is gebruikt om deze 296 producten te onderzoeken? Kunt u uitleggen waarom er voor deze onderzoeksmethode is gekozen? Zo nee, waarom niet?</question><question>3 Bent u bereid om de onderzochte 296 producten opnieuw te onderzoeken met een onderzoeksmethode die ook voldoet aan de geldende NEN-norm (Nederlandse Normalisatie Instituut, NEN5896, bijlage C) en waarmee het onderzoek nauwkeuriger gedaan kan worden, namelijk de methode zoals het Comité Asbestslachtoffers en Nomacon in opdracht van EenVandaag hebben gebruikt en die ontwikkeld is door de Amerikaanse wetenschapper Sean Fitzgerald? Zo ja, wanneer gaat u dit in gang zetten? Zo nee, waarom niet?</question><question>4 Bent u in detail bekend met de onderzoeksmethode, waarbij het talkhoudende product wordt opgelost in water en alcohol, vervolgens in een ultrasoonbad geplaatst wordt, daarna gefilterd wordt met een 0,2 micron filter en vervolgens onder de SEM-microscoop geplaatst wordt? Bent u ook bekend met het feit dat deze methode zeer effectief is voor onderzoek naar asbestverontreiniging in talk en dat deze methode wordt voorgedragen als ISO-norm in september van dit jaar?</question><question>5 Bent u bekend met het bericht ‘Johnson & Johnson moet schadevergoeding van 4 miljard euro betalen’? (2)</question><question>6 Hoeveel producten van Johnson & Johnson worden er verkocht in Nederland?</question><question>7 Hoeveel producten van Johnson & Johnson zijn er meegenomen in het onderzoek dat uitgevoerd is door de Nederlandse Voedsel-  en Warenautoriteit (NVWA?)</question><question>8 Bent u bereid om aanvullend onderzoek te doen naar de talkhoudende producten van Johnson & Johnson? Zo ja, wanneer gaat u hier opdracht toe geven? Zo nee, waarom niet?(1) Brief van de minister voor Medische Zorg en Sport over ""Voortgang onderzoek asbest in cosmetica"", Kamerstuk 25834, nr. 146.(2) NU.NL, 13 juli 2018, Johnson & Johnson moet schadevergoeding van 4 miljard euro betalen (https://www.nu.nl/economie/5362097/johnson--johnson-moet-schadevergoeding-van-4-miljard-euro-betalen.html)  </question></questions>"
Het bericht ‘Geen landelijk systeem voor aanpak agressie in openbaar vervoer (OV)’  ;S. van Veldhoven-van der MeerD66Staatssecretaris van Infrastructuur en Waterstaat  ;DATABANKEN#REGISTRATIE PERSOONSGEGEVENS#OPENBAAR VERVOER#GEWELDMISDRIJVEN#POLITIE#Relatie#Soort#Beschrijving#Link#referentie#Kamerstuk 29984, nr. 598#referentie#Kamerstuk 28642, nr. 90;"<questions><question>1 Bent u bekend met het bericht ""Geen landelijk systeem voor aanpak agressie in OV”? (1)</question><question>2 Deelt u de mening dat een koppeling van gegevens van incidentregistratie tussen vervoerders onderling en met de politie zal bijdragen aan risicogestuurd handhaven van de veiligheid in het OV?</question><question>3 Bent u bereid om er bij uw collega van het ministerie Justitie en Veiligheid op aan te dringen dat er een aanspreekpunt komt voor (regionale) vervoerders bij de politie?</question><question>4 Bent u bereid om ervoor te zorgen dat de informatie over de incidenten bij de Nederlandse Spoorwegen (NS) ook met regionale vervoerders gedeeld wordt?</question><question>5 Bent u bereid om bij de NS, het GVB (Amsterdam), de Rotterdamse Electrische Tram N.V. (RET) en de Haagsche Tramweg-Maatschappij (HTM), tekst en uitleg te geven waarom een landelijk systeem belangrijk is voor de veiligheid van de reiziger, ondanks dat het aan deze specifieke partijen weinig nieuwe informatie verschaft?</question><question>6 Bent u bereid om alsnog een landelijk systeem in te voeren en om zodoende recht te doen aan de twee aangenomen moties 2) over het koppelen van incidenten- en politiegegevens en over het komen tot één landelijk werkend en geïntegreerd data-analysesysteem? (1)https://www.ovpro.nl/personeel/2018/07/10/geen-landelijk-systeem-voor-aanpak-agressie-in-ov/(2) Kamerstukken 29 984, nr. 598 en 28 642, nr. 90  </question></questions>"
Het bericht ‘Giftige stof PFOA gevonden in recreatieplas Berkendonk in Helmond’  ;C. van Nieuwenhuizen WijbengaVVDMinister van Infrastructuur en Waterstaat  ;GEVAARLIJKE STOFFEN#KANKER#LOZINGEN#RECREATIEGEBIEDEN#NOORD-BRABANT#TOEZICHT;<questions><question>1 Kent u het bericht ‘Giftige stof PFOA gevonden in recreatieplas Berkendonk in Helmond’? (1) </question><question>2 Is het duidelijk hoe PFOA, dat als sinds 2012 verboden is, in recreatieplas Berkendonk terecht is gekomen? Zo ja, kunt u dat uiteenzetten? Zo nee, loopt hier onderzoek naar en wanneer kan de Kamer daarover geïnformeerd worden? </question><question>3 Hoe is het mogelijk dat de concentratie PFOA in de zwemplas boven de landelijke advieswaarden ligt, maar dat zwemmen en daarmee blootstelling aan PFOA toegestaan blijft? Welke risico’s brengt dit met zich mee? </question><question>4 Waarom stelt het Rijksinstituut voor Volksgezondheid en Milieu (RIVM) dat het milieu in en rondom de recreatieplas geen gevaar loopt, terwijl de concentratie PFOA boven de landelijke advieswaarden ligt? Bent u van mening dat zowel mens als milieu niet in aanraking moeten komen met kankerverwekkende stoffen, zoals PFOA, actief geloosd door de industrie? </question><question>5 Welke regels zijn er voor het transporteren van kankerverwekkende stoffen, zoals PFOA? Houdt het bedrijf Chemours zich aan deze regels? Zo ja, hoe? Zo nee, welke maatregelen bent u voornemens te treffen om dit aan te pakken? </question><question>6 Is het bekend naar welke andere bedrijven Chemours, naast GenX, ook PFOA vervoert? Zo ja, kan de Kamer de lijst met bedrijven zo snel mogelijk ontvangen? Zo nee, wat gaat u doen om deze informatie boven tafel te krijgen? (1) http://www.omroepbrabant.nl/?news/2802591053/Giftige+stof+PFOA+gevonden+in+recreatieplas+Berkendonk+in+Helmond.aspx  </question></questions>
Het bericht ‘Inspectie: kankerverwekkende stoffen gemengd in benzine voor West-Afrika’ en de brief naar aanleiding van het ILT-rapport ‘Stookolie voor zeeschepen – Autobrandstoffen voor West-Afrika’  ;S. van Veldhoven-van der MeerD66Staatssecretaris van Infrastructuur en Waterstaat  ;GEVAARLIJKE STOFFEN#KANKER#BENZINE#WEST-AFRIKA#MILIEUDELICTEN#MILIEUKWALITEIT#Relatie#Soort#Beschrijving#Link#referentie#Deze vragen dienen ter aanvulling op eerdere vragen terzake van het lid Kröger (GroenLinks), ingezonden 16 juli 2018 (2018Z14140#referentie#Kam#erstuk 31409, nr. 197;<questions><question>1 Bent u echt van mening dat de brandstofsector zich meer bewust moet worden van de noodzaak om stil te staan bij de milieuhygiënische gevolgen van de producten die het op de markt brengt? Deelt u de mening dat de sector heel goed weet welke gevolgen deze producten kunnen hebben voor mens en milieu, maar in het kader van winstmaximalisatie doorgaat met deze praktijken? Zo nee, waarom niet? (1)</question><question>2 Vindt u dat we zo snel mogelijk moeten stoppen met het produceren van benzine en diesel waarvan het gebruik is verboden in Europa (bijvoorbeeld met te hoge concentraties zwavel en benzeen)? Zo ja, wat gaat u doen om dit te realiseren? Zo nee, waarom niet? (2)</question><question>3 Is de grens voor ‘bezorgdheid’ niet allang gepasseerd en is het nu niet tijd voor keiharde maatregelen tegen bedrijven die de REACH-regels onvoldoende naleven en daarmee mens en milieu in gevaar brengen? Zo nee, waarom niet?</question><question>4 Is bekend welke (verboden) stoffen er allemaal weggemengd worden in benzine en diesel die bestemd is voor West-Afrika? Zo ja, kunt u de lijst met de Kamer delen? Zo nee, wanneer wordt wel duidelijk welke (verboden) stoffen allemaal weggemengd worden?</question><question>5 Kunt u uiteenzetten welke bedrijven de (verboden) stoffen aanleveren, aan wie zij dit leveren, welke bedrijven deze stoffen wegmengen en waar dit allemaal gebeurt in Nederland? Zo nee, waarom niet?</question><question>6 Is er sprake van het overtreden van Wet milieubeheer artikel 10.54? Zo ja, welke gevolgen heeft dit voor de bedrijven?</question><question>7 Wat gaat u doen om deze algemene praktijk in de brandstofmarkt, met Beerput Nederland nog vers in het geheugen, zo snel mogelijk aan te pakken en aan banden te leggen?</question><question>8 Hoeveel fte houdt zich binnen de Inspectie Leefomgeving en Transport (ILT) specifiek bezig met zaken rondom milieucriminaliteit? En vindt u dit voldoende? Zo ja, waar baseert u dit op? Zo nee, wat gaat u eraan doen om ILT op volle sterkte te laten optreden tegen milieucriminelen?(1) Brief van de staatssecretaris van Infrastructuur en Waterstaat, Kamerstuk 31 409, nr. 197(2) NOS.NL, 9 juli 2018, Inspectie: kankerverwekkende stoffen gemengd in benzine voor West-Afrika )(https://nos.nl/artikel/2240625-inspectie-kankerverwekkende-stoffen-gemengd-in-benzine-voor-west-afrika.htmlToelichting:Deze vragen dienen ter aanvulling op eerdere vragen terzake van het lid Kröger (GroenLinks), ingezonden 16 juli 2018 (2018Z14140)  </question></questions>
Het bericht dat buitenlandse vrachtwagenchauffeurs oververtegenwoordigd zijn bij ongelukken en pechgevallen  ;C. van Nieuwenhuizen WijbengaVVDMinister van Infrastructuur en WaterstaatW. KoolmeesD66Minister van Sociale Zaken en Werkgelegenheid  ;VRACHTWAGENCHAUFFEURS#BUITENLANDSE WERKNEMERS#ONGEVALLE#N#ARBEIDSOMSTANDIGHEDEN#RIJBEWIJZEN#Relatie#Soort#Beschrijving#Link#referentie#2018Z12792;<questions><question>1 Wat is uw oordeel over het bericht “Buitenlandse trucker blijkt brokkenpiloot”? (1) </question><question>2 Wat zijn naar uw oordeel de oorzaken van de oververtegenwoordiging van buitenlandse chauffeurs bij ongelukken en pechgevallen? Kan dit te maken hebben met onvoldoende opleiding en slecht materieel, zoals Nederlandse truckers vaker beweren? </question><question>3 Bent u bereid om te laten onderzoeken wat de oorzaken zijn van deze oververtegenwoordiging, zoals ook Transport en Logistiek Nederland (TLN) graag wil? Zo nee, waarom niet? </question><question>4 Wat zijn bij benadering de totale (maatschappelijke) kosten, zoals verloren tijd door files, schade aan de openbare ruimte en privé-eigendommen en gezondheidsschade, als gevolg van ongelukken en pech door buitenlandse chauffeurs? </question><question>5 Deelt u de mening dat er mogelijk een relatie is tussen het verkrijgen van een vervalst rijbewijs, waarover al eerder vragen zijn gesteld, en de oververtegenwoordiging door buitenlandse chauffeurs bij ongelukken? (2) </question><question>6 In hoeverre wordt de stijging van ongelukken veroorzaakt door een hoge werkdruk en slechte naleving van de  weekendrust? </question><question>7 Welke maatregelen gaat u nemen om het aantal ongelukken en pechgevallen te verminderen, met name als gevolg van buitenlandse chauffeurs? (1) Website Algemeen Dagblad, 12 juli 2018 (https://www.ad.nl/auto/buitenlandse-trucker-blijkt-brokkenpiloot~a2931632/)(2) Kamervragen Van Oosten c.s., Aanhangsel Handelingen, Tweede Kamer, vergaderjaar 2017-2018, 2018Z12792  </question></questions>
Het bijmengen van afvalstoffen aan brandstoffen en het ILT-rapport ‘Stookolie voor zeeschepen - Autobrandstoffen voor West-Afrika’  ;S. van Veldhoven-van der MeerD66Staatssecretaris van Infrastructuur en Waterstaat  ;GEVAARLIJKE STOFFEN#WEST-AFRIKA#STRAFRECHTELIJKE VERVOLGBAARHEID#BENZINE#DIESELOLIE#AFVALSTOFFEN#VERDRAGEN#Relatie#Soort#Beschrijving#Link#referentie#Kamerstuk 31409 0197;<questions><question>1 Kunt u inschatten,  nu uit onderzoek van de Inspectie Leefomgeving en Transport (ILT) en Public eye blijkt dat het bijmengen van schadelijke stoffen aan brandstoffen voor de export een redelijk normale gang van zaken is, om welke hoeveelheden het gaat en wat de gevolgen voor de volksgezondheid van de getroffen West-Afrikaanse landen zijn? (1)</question><question>2 Zijn er geen wetten en regels die verbieden dat onze export elders de volksgezondheid in gevaar brengt, ook al hebben de importerende landen andere of geen regels hieromtrent?</question><question>3 Waarom duurt het zo lang tot er wordt overgegaan tot actie, aangezien de Kamer reeds sinds de jaren '90 aandacht vraagt voor het bijmengen van afval aan bunkerolie, er in 2013 moties over zijn aangenomen en het gezien uw brief bekend is dat het merendeel van de door de ILT gecontroleerde bedrijven zich niet aan de REACH verordening houdt?</question><question>4 Waarom worden er nu pas monsters van brandstoffen genomen?</question><question>5 Wat zijn de consequenties voor bedrijven die zich niet aan de regels houden? Hoeveel zaken zijn overgedragen aan het Openbaar Ministerie (OM)? Hoeveel strafrechtelijke veroordelingen zijn recent uitgesproken met betrekking tot deze zaken?</question><question>6 Waarom wordt er nu past gestart met de afstemming tussen ILT, OM en Inlichtingen- en Opsporingsdienst (IOD)? Is dat niet de normale gang van zaken bij overtredingen die de ILT constateert?</question><question>7 Waarom wordt er nu pas gestart met 'overlegtrajecten' met de betrokken brancheorganisaties om ervoor te zorgen dat zij zich aan de wet houden? Is het niet een beetje naïef om enerzijds te veronderstellen dat men de regels onvoldoende kent en zich onvoldoende bewust is van de noodzaak en anderzijds te constateren dat zaken bewust buiten de boeken worden gehouden?</question><question>8 Waarom zou er sprake moeten zijn van een 'gelijk speelveld' bij de handhaving van deze sector? Moet de wet niet gewoon in alle gevallen naar letter en geest worden gehandhaafd? Ook als andere landen daar lakser in zijn? Heeft Nederland, als land met de grootste bunkerhaven en de grootste benzinehaven, niet juist een extra grote verantwoordelijkheid? Is het niet beter dat een industrie die niet veilig en schoon kan of wil werken gewoon verdwijnt? En als dat ‘gelijk speelveld’ dan zo van belang is wat gaat u dan heel concreet doen om vooral België, in Antwerpen, eenzelfde handhavingsaanpak als de ILT te laten uitvoeren waar ook veel benzine en diesel voor West Afrika wordt geblend, en veel producenten van blendstocks voorbrandstoffen gevestigd zijn zoals olieraffinage een chemische industrie?</question><question>9 Sluit de 'Basel Convention on the Control of Transboundary Movements of Hazardous Wastes and Their Disposal', die Nederland heeft ondertekend en waarin staat dat “clear agreements have been made on the international trade in, and safe processing of, hazardous (chemical) waste. The signatory countries oblige themselves to restrict the international trade in hazardous waste as much as possible, to process hazardous waste as close as possible to the place where it is created and to limit hazardous waste as much as possible.” het blenden van schadelijke chemische stoffen met benzine en diesel niet gewoon uit?</question><question>10 Kunt u de bepaling: “The convention determines that pesticides and other hazardous chemicals be prohibited in their own country and may not be exported to other (developing) countries.” uit de 'Rotterdam Convention on the Prior Informed Consent Procedure for Certain Hazardous Chemicals and Pesticides in International Trade' uit 1998 duiden, in relatie tot het bijmengen van afval aan brandstoffen voor Afrika? Sluit dit verdrag het blenden van schadelijke chemische stoffen met benzine en diesel niet gewoon uit? Ook als deze blends in delen van Afrika niet illegaal zijn?</question><question>11 Komt het voor dat een blendstock die volgens de REACH-registratie vanwege gevaar voor mens en milieu niet geschikt is voor brandstof wel in een brandstof voor West-Afrika wordt gemengd? Vindt u dat dat moet kunnen? Wat is de reikwijdte van REACH? In hoeverre zijn de REACH-richtlijnen ook van toepassing op alle productie en export naar landen buiten Europa? En hoe verhoudt dat zich tot de uitspraak van de directeur van United Nations Environment Programme (UNEP) op het onderzoek van ILT: “The shipping of dirty fuels to West Africa has been nothing short of an environmental and public health scandal. The notion that some parts of the world don’t deserve the same kind of health protection as others is simply shocking,” Head of UN Environment Erik Solheim said. “The industry players also have a critical role in raising the bar. Substandard products should not be sold even if they meet national standards.” ?</question><question>12 Is het voor de betekenis en het doel van REACH niet van groot belang dat ook de risico’s van emissies bij verbranding in de beoordeling wordt meegenomen, en dat bij de REACH registratie van stoffen die onder REACH brandstofcomponent als gebruik hebben duidelijk is wat de gevolgen zijn als deze wordt geblend in benzine of diesel? Wat gaat u eraan doen om er voor te zorgen dat de sector als registranten van stoffen onder REACH zo snel mogelijk bij de blootstellingscenario van stoffen rekening gaat houden met de emissies bij verbranding?</question><question>13 In hoeverre staat de export van benzine en diesel, die onder de normen ligt die in Europa gelden voor benzine en diesel, haaks op de doelstellingen van de conventie van Bamako? Is hierover contact geweest met de Afrikaanse landen waar deze diesel en benzine aan verhandeld wordt?</question><question>14 Waarom mag Mangaan (methylcyclopentadieen-mangaan-tricarbonyl) volgens de richtlijn 2009/30/E niet worden toegevoegd aan Europese benzine, maar wel toegevoegd aan benzine die naar Afrikaanse landen wordt geëxporteerd? Wat zijn de risico’s hiervan? Is het toegestaan deze stof bij te mengen in diesel en benzine voor de Afrikaanse markt, terwijl deze stof in Europa niet aan brandstoffen toegevoegd mag worden? Zou de REACH-registratie niet gebruikt moeten worden om de gezondheid van alle mensen te beschermen?</question><question>14 Is de productie en export van vervuilde brandstoffen en brandstoffen die bij gebruik tot excessieve luchtvervuiling en gezondheidsrisico’s leidden, geen overtreding van de algemene zorgplicht (Wet milieubeheer)?(1) Kamerstuk 31 409, nr. 197  </question></questions>
Hogere reiskosten voor leerlingen door aanpassing van de scholierenlijn naar Gouda  ;S. van Veldhoven-van der MeerD66Staatssecretaris van Infrastructuur en WaterstaatMede namens:A. SlobCUMinister voor Basis- en Voortgezet Onderwijs en Media  ;LEERLINGEN#ZUID-HOLLAND#PRIJZEN#TREINEN#OPENBAAR VERVOER;"<questions><question>1 Bent u op de hoogte van de hoge extra kosten voor 150 leerlingen (uit onder meer De Ronde Venen, Wilnis, Nieuwer Ter Aa en Kockengen) die naar het Driestar College in Gouda reizen, als gevolg van de aanpassing van de scholierenlijn door Syntus Utrecht? (1) (2)</question><question>2 Deelt u de mening dat een kostenstijging van 776 euro naar 1.446 euro per leerling onredelijk is voor scholieren die afhankelijk zijn van het openbaar vervoer naar school? Deelt u de mening dat zeker gezinnen met meerdere kinderen met een onredelijke kostenstijging te maken krijgen?</question><question>3 Deelt u de mening dat tariefintegratie tussen de regionale vervoerder en de Nederlandse Spoorwegen (NS) noodzakelijk is om ouders en leerlingen niet te confronteren met bijna een verdubbeling van de reiskosten? Bent u bereid hierover in overleg te treden met Syntus Utrecht, de NS en de provincie Utrecht?(1) RTV De Ronde Venen, 4 juni 2018, ""Voorgestelde aanpassing scholierenlijn naar Gouda veroorzaakt onrust"" (https://rtvrondevenen.nl/artikel/115557588/voorgestelde-aanpassing-scholierenlijn-naar-gouda-veroorzaakt-onrust)(2) UStad, 8 juni 2018, ""Inkorten scholierenlijn jaagt ouders op kosten"" (https://www.ustad.nl/nieuws/1778921/)  </question></questions>"
Het bericht: ‘Gemeenten zijn irritant zoemende drones zat’  ;C. van Nieuwenhuizen WijbengaVVDMinister van Infrastructuur en Waterstaat  ;ONBEMANDE VLIEGTUIGEN#OVERLAST#GEDRAGSCODES;<questions><question>1 Bent u bekend met het artikel 'Gemeenten zijn irritant zoemende drones zat'? (1) </question><question>2 Hoe denkt u over een gedragscode voor de sector? </question><question>3 Welke partijen doen mee of spelen een rol? Welke rol kan het ministerie van Infrastructuur en Waterstaat hierin vervullen? </question><question>4 Welke andere initiatieven zijn gaande om de overlast van drones te verminderen of te voorkomen? Kunt u de Kamer hierover informeren? </question><question>5 Ziet u kans voor opschaling en uitrol van de gedragscode en andere overlast beperkende initiatieven over de rest van Nederland? (1) Algemeen Dagblad/Haagse Courant, 10 juli 2018.  </question></questions>
De evaluatie van de Belevingsvlucht  ;C. van Nieuwenhuizen WijbengaVVDMinister van Infrastructuur en Waterstaat  ;nan;<questions><question>1 Kunt u van alle acht aanbevelingen van de regiegroep in zijn evaluatie van de belevingsvlucht per aanbeveling aangeven of en, zo ja, hoe u deze aanbeveling gaat opvolgen en daarbij zo veel mogelijk het tijdpad voor het opvolgen van deze aanbeveling aangeven? (1)</question><question>2 Kunt u daarbij specifiek per meetpunt waar het geluidsniveau significant heeft afgeweken van de in het milieueffectrapport (MER) berekende waarden aangeven hoe dit kan en welke gevolgen die afwijking heeft voor zaken als de vliegroutes en de openstelling van de luchthaven?</question><question>3 Kunt u tevens specifiek ingaan op de aanbeveling van de regiegroep om openstelling van de luchthaven Lelystad pas te laten plaatsvinden wanneer het luchtruim opnieuw is ingedeeld?</question><question>4 Kunt u bovenstaande vragen integraal beantwoorden in de door u aangekondigde reactie op het evaluatierapport?</question><question>5 Hoe kan het zijn dat zelfs het gerepareerde MER Lelystad nog steeds zo fors afwijkt van de gemeten resultaten?</question><question>6 Kunt u garanderen dat er met het MER Schiphol straks geen afwijkende geluidsniveaus gemeten gaan worden? Zo ja, kunt u te zijner tijd de Kamer een vergelijking doen toekomen over berekende en gemeten geluidsniveaus? Zo nee, wat is dan volgens u de waarde van de berekende geluidsniveaus in een MER?</question><question>7 Hoe kan het dat bij zowel het MER Lelystad als het MER Schiphol vertraging plaatsvindt door fouten? Deelt u de mening dat dit een structureel probleem is en dat dit bij veel mensen het gevoel opwekt dat er doorgerekend wordt tot gewenste uitkomsten voor de luchtvaartsector en het ministerie zijn bereikt?</question><question>8 Wat vindt u ervan dat het MER Lelystad niet het totale gebied omvat dat getroffen zal worden door Lelystad Airport met laagvliegroutes en dat bijvoorbeeld uitstoot van ultrafijnstof, fijnstof en CO2 boven de 900 meter niet worden meegenomen in de huidige MER-systematiek? Deelt u de mening dat ook deze zaken onderdeel moeten zijn van het MER om het totaalbeeld te kunnen schetsen? Zo ja, wat gaat u doen om dit te realiseren? Zo nee, waarom vindt u dit niet?(1) Regiegroep, “Evaluatie Belevingsvlucht”, 6 juli 2018  </question></questions>
